methods  fields   package/class name
4        2        com.google.android.gms.tagmanager.zzf
4        2        com.google.android.gms.tagmanager.zzg
4        2        com.google.android.gms.tagmanager.zzh
4        2        com.google.android.gms.tagmanager.zzi
7        8        com.google.android.gms.tagmanager.zzj
2        1        com.google.android.gms.tagmanager.zzj$1
1        0        com.google.android.gms.tagmanager.zzj$zza
2        0        com.google.android.gms.tagmanager.zzk
2        0        com.google.android.gms.tagmanager.zzl
3        1        com.google.android.gms.tagmanager.zzm
2        1        com.google.android.gms.tagmanager.zzm$1
1        0        com.google.android.gms.tagmanager.zzm$zza
6        2        com.google.android.gms.tagmanager.zzn
13       8        com.google.android.gms.tagmanager.zzo
3        0        com.google.android.gms.tagmanager.zzo$zza
6        2        com.google.android.gms.tagmanager.zzo$zzb
26       17       com.google.android.gms.tagmanager.zzp
4        1        com.google.android.gms.tagmanager.zzp$2
2        2        com.google.android.gms.tagmanager.zzp$3
1        0        com.google.android.gms.tagmanager.zzp$zza
6        1        com.google.android.gms.tagmanager.zzp$zzb
6        1        com.google.android.gms.tagmanager.zzp$zzc
5        1        com.google.android.gms.tagmanager.zzp$zzd
3        0        com.google.android.gms.tagmanager.zzp$zze
4        0        com.google.android.gms.tagmanager.zzp$zzf
4        2        com.google.android.gms.tagmanager.zzq
3        1        com.google.android.gms.tagmanager.zzr
2        1        com.google.android.gms.tagmanager.zzs
4        4        com.google.android.gms.tagmanager.zzt
1        0        com.google.android.gms.tagmanager.zzt$zza
2        0        com.google.android.gms.tagmanager.zzu
4        4        com.google.android.gms.tagmanager.zzv
27       6        com.google.android.gms.tagmanager.zzw
2        3        com.google.android.gms.tagmanager.zzw$1
2        2        com.google.android.gms.tagmanager.zzw$2
2        2        com.google.android.gms.tagmanager.zzw$3
8        1        com.google.android.gms.tagmanager.zzw$zza
2        2        com.google.android.gms.tagmanager.zzw$zzb
5        4        com.google.android.gms.tagmanager.zzx
9        1        com.google.android.gms.tagmanager.zzy
5        6        com.google.android.gms.tagmanager.zzz
467      614      com.google.android.gms.vision
192      153      com.google.android.gms.vision.barcode
40       10       com.google.android.gms.vision.barcode.internal
40       10       com.google.android.gms.vision.barcode.internal.client
6        0        com.google.android.gms.vision.barcode.internal.client.zza
3        0        com.google.android.gms.vision.barcode.internal.client.zzb
4        0        com.google.android.gms.vision.barcode.internal.client.zzb$zza
4        1        com.google.android.gms.vision.barcode.internal.client.zzb$zza$zza
1        0        com.google.android.gms.vision.barcode.internal.client.zzc
3        0        com.google.android.gms.vision.barcode.internal.client.zzc$zza
3        1        com.google.android.gms.vision.barcode.internal.client.zzc$zza$zza
5        4        com.google.android.gms.vision.barcode.internal.client.zzd
6        1        com.google.android.gms.vision.barcode.internal.client.zzd$zza
6        0        com.google.android.gms.vision.barcode.zza
6        0        com.google.android.gms.vision.barcode.zzb
6        0        com.google.android.gms.vision.barcode.zzc
6        0        com.google.android.gms.vision.barcode.zzd
6        0        com.google.android.gms.vision.barcode.zze
6        0        com.google.android.gms.vision.barcode.zzf
6        0        com.google.android.gms.vision.barcode.zzg
6        0        com.google.android.gms.vision.barcode.zzh
6        0        com.google.android.gms.vision.barcode.zzi
6        0        com.google.android.gms.vision.barcode.zzj
6        0        com.google.android.gms.vision.barcode.zzk
6        0        com.google.android.gms.vision.barcode.zzl
6        0        com.google.android.gms.vision.barcode.zzm
104      77       com.google.android.gms.vision.face
67       34       com.google.android.gms.vision.face.internal
67       34       com.google.android.gms.vision.face.internal.client
6        0        com.google.android.gms.vision.face.internal.client.zza
6        0        com.google.android.gms.vision.face.internal.client.zzb
4        0        com.google.android.gms.vision.face.internal.client.zzc
5        0        com.google.android.gms.vision.face.internal.client.zzc$zza
5        1        com.google.android.gms.vision.face.internal.client.zzc$zza$zza
1        0        com.google.android.gms.vision.face.internal.client.zzd
3        0        com.google.android.gms.vision.face.internal.client.zzd$zza
3        1        com.google.android.gms.vision.face.internal.client.zzd$zza$zza
6        0        com.google.android.gms.vision.face.internal.client.zze
6        1        com.google.android.gms.vision.face.internal.client.zzf
9        5        com.google.android.gms.vision.face.internal.client.zzg
12       7        com.google.android.gms.vision.internal
12       7        com.google.android.gms.vision.internal.client
6        0        com.google.android.gms.vision.internal.client.zza
4        4        com.google.android.gms.vision.zza
860      697      com.google.android.gms.wallet
59       17       com.google.android.gms.wallet.firstparty
6        0        com.google.android.gms.wallet.firstparty.zzb
6        0        com.google.android.gms.wallet.firstparty.zzc
6        0        com.google.android.gms.wallet.firstparty.zzd
6        0        com.google.android.gms.wallet.firstparty.zze
6        0        com.google.android.gms.wallet.firstparty.zzf
255      92       com.google.android.gms.wallet.fragment
6        0        com.google.android.gms.wallet.fragment.zza
6        0        com.google.android.gms.wallet.fragment.zzb
6        0        com.google.android.gms.wallet.fragment.zzc
114      64       com.google.android.gms.wallet.wobs
6        0        com.google.android.gms.wallet.wobs.zza
6        0        com.google.android.gms.wallet.wobs.zzb
6        0        com.google.android.gms.wallet.wobs.zzc
6        0        com.google.android.gms.wallet.wobs.zzd
6        0        com.google.android.gms.wallet.wobs.zze
6        0        com.google.android.gms.wallet.wobs.zzf
6        0        com.google.android.gms.wallet.wobs.zzg
6        0        com.google.android.gms.wallet.wobs.zzh
6        0        com.google.android.gms.wallet.wobs.zzi
6        0        com.google.android.gms.wallet.zza
6        0        com.google.android.gms.wallet.zzb
6        0        com.google.android.gms.wallet.zzc
6        0        com.google.android.gms.wallet.zzd
6        0        com.google.android.gms.wallet.zze
6        0        com.google.android.gms.wallet.zzf
6        0        com.google.android.gms.wallet.zzg
6        0        com.google.android.gms.wallet.zzh
6        0        com.google.android.gms.wallet.zzi
6        0        com.google.android.gms.wallet.zzj
6        0        com.google.android.gms.wallet.zzk
6        0        com.google.android.gms.wallet.zzl
6        0        com.google.android.gms.wallet.zzm
6        0        com.google.android.gms.wallet.zzn
6        0        com.google.android.gms.wallet.zzo
6        0        com.google.android.gms.wallet.zzp
6        0        com.google.android.gms.wallet.zzq
6        0        com.google.android.gms.wallet.zzr
1600     745      com.google.android.gms.wearable
1273     336      com.google.android.gms.wearable.internal
27       0        com.google.android.gms.wearable.internal.zza
7        2        com.google.android.gms.wearable.internal.zzaa
6        0        com.google.android.gms.wearable.internal.zzab
6        0        com.google.android.gms.wearable.internal.zzac
10       3        com.google.android.gms.wearable.internal.zzad
6        0        com.google.android.gms.wearable.internal.zzae
11       3        com.google.android.gms.wearable.internal.zzaf
6        0        com.google.android.gms.wearable.internal.zzag
6        0        com.google.android.gms.wearable.internal.zzah
6        0        com.google.android.gms.wearable.internal.zzai
6        0        com.google.android.gms.wearable.internal.zzaj
6        0        com.google.android.gms.wearable.internal.zzak
6        0        com.google.android.gms.wearable.internal.zzal
6        0        com.google.android.gms.wearable.internal.zzam
6        0        com.google.android.gms.wearable.internal.zzan
6        0        com.google.android.gms.wearable.internal.zzao
6        0        com.google.android.gms.wearable.internal.zzap
6        0        com.google.android.gms.wearable.internal.zzaq
6        0        com.google.android.gms.wearable.internal.zzar
6        0        com.google.android.gms.wearable.internal.zzas
6        0        com.google.android.gms.wearable.internal.zzat
2        0        com.google.android.gms.wearable.internal.zzau
6        0        com.google.android.gms.wearable.internal.zzau$zza
3        1        com.google.android.gms.wearable.internal.zzau$zza$zza
27       0        com.google.android.gms.wearable.internal.zzav
31       0        com.google.android.gms.wearable.internal.zzav$zza
28       1        com.google.android.gms.wearable.internal.zzav$zza$zza
10       0        com.google.android.gms.wearable.internal.zzaw
14       0        com.google.android.gms.wearable.internal.zzaw$zza
11       1        com.google.android.gms.wearable.internal.zzaw$zza$zza
48       0        com.google.android.gms.wearable.internal.zzax
50       0        com.google.android.gms.wearable.internal.zzax$zza
50       1        com.google.android.gms.wearable.internal.zzax$zza$zza
4        1        com.google.android.gms.wearable.internal.zzay
3        2        com.google.android.gms.wearable.internal.zzay$zza
